cell_id,district,ffsi_score,ffsi_class,primary_contributor,status
KOH_04929,Kohima,17.11,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04930,Kohima,61.93,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04931,Kohima,55.66,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04932,Kohima,56.61,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04933,Kohima,41.19,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04934,Kohima,62.57,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04935,Kohima,63.32,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04936,Kohima,62.95,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04937,Kohima,39.0,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04938,Kohima,20.69,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04939,Kohima,22.2,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04940,Kohima,21.63,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_04941,Kohima,25.55,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04942,Kohima,22.27,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04943,Kohima,60.42,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04944,Kohima,63.43,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04945,Kohima,17.31,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04946,Kohima,67.09,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04947,Kohima,58.68,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04948,Kohima,66.38,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04949,Kohima,70.0,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04950,Kohima,62.69,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04951,Kohima,23.64,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04952,Kohima,20.0,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04953,Kohima,16.73,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04954,Kohima,16.55,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04955,Kohima,20.25,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04956,Kohima,23.29,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04957,Kohima,16.34,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04958,Kohima,24.53,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_04959,Kohima,64.64,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04960,Kohima,64.73,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04961,Kohima,66.84,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04962,Kohima,65.89,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04963,Kohima,18.67,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04964,Kohima,59.09,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04965,Kohima,61.75,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04966,Kohima,18.07,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04967,Kohima,22.2,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04968,Kohima,65.06,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04969,Kohima,60.71,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04970,Kohima,50.08,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04971,Kohima,35.5,LOW,High topographic wetness convergence,AVAILABLE
KOH_04972,Kohima,15.94,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04973,Kohima,25.19,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_04974,Kohima,63.4,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04975,Kohima,68.39,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04976,Kohima,64.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04977,Kohima,65.08,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04978,Kohima,26.14,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04979,Kohima,65.33,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04980,Kohima,67.8,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04981,Kohima,26.08,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_04982,Kohima,45.75,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04983,Kohima,52.39,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04984,Kohima,,,,INSUFFICIENT_DATA
KOH_04985,Kohima,,,,INSUFFICIENT_DATA
KOH_04986,Kohima,6.74,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_04987,Kohima,6.01,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04988,Kohima,57.37,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04989,Kohima,65.5,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04990,Kohima,54.82,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04991,Kohima,60.46,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04992,Kohima,20.06,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04993,Kohima,59.81,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04994,Kohima,57.48,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_04995,Kohima,17.93,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_04996,Kohima,18.77,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04997,Kohima,22.4,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_04998,Kohima,18.11,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_04999,Kohima,23.8,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05000,Kohima,22.55,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05001,Kohima,32.53,LOW,Large upstream contributing catchment,AVAILABLE
KOH_05002,Kohima,24.41,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05003,Kohima,62.4,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05004,Kohima,61.0,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05005,Kohima,39.57,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05006,Kohima,24.46,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05007,Kohima,36.56,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05008,Kohima,65.54,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05009,Kohima,59.53,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05010,Kohima,38.05,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05011,Kohima,16.74,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05012,Kohima,21.42,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05013,Kohima,19.34,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05014,Kohima,65.25,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05015,Kohima,28.76,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05016,Kohima,17.6,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05017,Kohima,59.09,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05018,Kohima,15.46,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05019,Kohima,62.64,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05020,Kohima,20.07,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05021,Kohima,18.33,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05022,Kohima,63.43,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05023,Kohima,35.81,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05024,Kohima,19.54,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05025,Kohima,60.66,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05026,Kohima,65.49,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05027,Kohima,63.13,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05028,Kohima,53.6,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05029,Kohima,72.05,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05030,Kohima,26.33,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05031,Kohima,18.59,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05032,Kohima,16.59,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05033,Kohima,58.57,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05034,Kohima,62.77,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05035,Kohima,58.99,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05036,Kohima,14.59,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05037,Kohima,65.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05038,Kohima,66.63,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05039,Kohima,62.84,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05040,Kohima,32.1,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05041,Kohima,18.89,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05042,Kohima,16.41,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05043,Kohima,18.87,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05044,Kohima,23.27,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05045,Kohima,60.61,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05046,Kohima,61.77,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05047,Kohima,34.73,LOW,Large upstream contributing catchment,AVAILABLE
KOH_05048,Kohima,65.59,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05049,Kohima,20.06,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05050,Kohima,64.85,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05051,Kohima,62.41,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05052,Kohima,59.18,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05053,Kohima,21.38,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05054,Kohima,28.31,VERY_LOW,High topographic wetness convergence,AVAILABLE
